Tiempo(seg),Temperatura 1,Temperatura 2,Temperatura 3,Temperatura 4,Temperatura 5,Temperatura 6,Temperatura 7,Temperatura 8,Temperatura 9,Temperatura 10
 80.5, 847.377068547299, 847.37580098794, 847.300938439232, 847.132883052396, 846.839847125658, 846.38661216637, 845.73477865574, 844.843004471163, 843.668155141815, 842.167580368092
 81, 847.346075697507, 847.344805416977, 847.269782300948, 847.101380652964, 846.8077886205, 846.353805242885, 845.701105080938, 844.808477513938, 843.632957315698, 842.132058416173
 81.5, 847.315017766096, 847.313744818114, 847.238564304734, 847.069823242132, 846.775686134717, 846.320969265695, 845.667419892165, 844.77395637773, 843.597779451015, 842.096564045238
 82, 847.28389603893, 847.2826204762, 847.207285675388, 847.038211914696, 846.743540552674, 846.288104832402, 845.633723348933, 844.739440980618, 843.562621186253, 842.061096741996
 82.5, 847.252711777489, 847.251433651714, 847.175947614406, 847.006547744471, 846.711352741582, 846.255212528783, 845.600015705404, 844.704931242069, 843.527482166963, 842.02565600337
 83, 847.221466219297, 847.220185581199, 847.144551300399, 846.974831784683, 846.679123551825, 846.222292929037, 845.566297210509, 844.670427082923, 843.49236204562, 841.990241336279
 83.5, 847.190160578357, 847.188877477692, 847.113097889509, 846.943065068347, 846.646853817285, 846.189346596013, 845.532568108066, 844.635928425379, 843.457260481491, 841.954852257436
 84, 847.158796045569, 847.157510531149, 847.081588515813, 846.911248608639, 846.614544355656, 846.156374081444, 845.498828636896, 844.601435192977, 843.4221771405, 841.919488293145
 84.5, 847.127373789148, 847.126085908852, 847.050024291729, 846.879383399272, 846.582195968761, 846.123375926172, 845.465079030934, 844.566947310584, 843.387111695094, 841.884148979103
 85, 847.095894955032, 847.094604755829, 847.018406308407, 846.847470414848, 846.549809442848, 846.090352660367, 845.431319519339, 844.532464704377, 843.35206382412, 841.848833860209
 85.5, 847.06436066729, 847.063068195252, 846.986735636121, 846.815510611225, 846.517385548899, 846.057304803741, 845.3975503266, 844.497987301828, 843.3170332127, 841.813542490377
 86, 847.032772028518, 847.031477328835, 846.955013324652, 846.783504925856, 846.484925042918, 846.024232865762, 845.363771672634, 844.463515031685, 843.282019552101, 841.778274432348
 86.5, 847.001130120229, 846.999833237228, 846.92324040366, 846.751454278144, 846.452428666221, 845.99113734586, 845.329983772896, 844.429047823957, 843.247022539623, 841.743029257514
 87, 846.969436003241, 846.968136980401, 846.891417883064, 846.719359569772, 846.419897145718, 845.958018733625, 845.296186838466, 844.394585609898, 843.212041878475, 841.70780654574
 87.5, 846.937690718058, 846.936389598027, 846.859546753398, 846.687221685042, 846.387331194194, 845.924877509008, 845.262381076152, 844.360128321985, 843.177077277663, 841.672605885191
 88, 846.905895285242, 846.904592109847, 846.827627986177, 846.655041491196, 846.354731510577, 845.891714142514, 845.22856668858, 844.325675893909, 843.142128451873, 841.637426872166
 88.5, 846.874050705781, 846.87274551605, 846.795662534246, 846.622819838742, 846.322098780209, 845.858529095391, 845.194743874282, 844.29122826055, 843.107195121363, 841.602269110934
 89, 846.842157961451, 846.840850797623, 846.763651332129, 846.59055756177, 846.289433675106, 845.825322819813, 845.160912827788, 844.256785357962, 843.072277011851, 841.567132213568
 89.5, 846.810218015174, 846.808908916715, 846.731595296371, 846.558255478255, 846.256736854216, 845.792095759065, 845.12707373971, 844.222347123359, 843.037373854413, 841.532015799792
 90, 846.778231811365, 846.776920816983, 846.699495325874, 846.525914390373, 846.224008963673, 845.75884834772, 845.093226796825, 844.187913495094, 843.002485385369, 841.496919496826
 90.5, 846.746200276279, 846.744887423939, 846.667352302224, 846.49353508479, 846.191250637041, 845.725581011809, 845.059372182159, 844.153484412641, 842.967611346192, 841.461842939233
 91, 846.714124318351, 846.712809645285, 846.635167090021, 846.461118332962, 846.158462495562, 845.692294168996, 845.025510075062, 844.119059816584, 842.932751483398, 841.426785768774
 91.5, 846.682004828523, 846.680688371248, 846.602940537193, 846.428664891422, 846.125645148391, 845.658988228742, 844.991640651293, 844.084639648592, 842.89790554845, 841.391747634261
 92, 846.649842680579, 846.648524474908, 846.570673475315, 846.396175502064, 846.092799192829, 845.62566359247, 844.957764083089, 844.050223851405, 842.863073297664, 841.356728191416
 92.5, 846.617638731461, 846.616318812517, 846.53836671991, 846.363650892422, 846.059925214555, 845.592320653722, 844.923880539242, 844.015812368819, 842.828254492112, 841.321727102736
 93, 846.585393821589, 846.584072223818, 846.506021070759, 846.33109177594, 846.02702378785, 845.55895979832, 844.88999018517, 843.981405145667, 842.793448897526, 841.286744037351
 93.5, 846.553108775171, 846.551785532354, 846.473637312193, 846.298498852247, 845.99409547582, 845.525581404515, 844.85609318299, 843.947002127803, 842.758656284213, 841.251778670898
 94, 846.520784400507, 846.519459545772, 846.441216213389, 846.265872807416, 845.961140830605, 845.492185843139, 844.822189691585, 843.912603262083, 842.72387642696, 841.216830685386
 94.5, 846.488421490289, 846.487095056126, 846.408758528655, 846.233214314222, 845.928160393602, 845.458773477752, 844.788279866672, 843.878208496354, 842.689109104949, 841.181899769071
 95, 846.4560208219, 846.454692840171, 846.376264997711, 846.200524032401, 845.895154695666, 845.425344664789, 844.754363860866, 843.843817779429, 842.654354101674, 841.146985616331
 95.5, 846.423583157698, 846.42225365965, 846.343736345971, 846.167802608896, 845.862124257316, 845.391899753694, 844.720441823745, 843.809431061079, 842.619611204849, 841.112087927546
 96, 846.391109245306, 846.389778261581, 846.311173284807, 846.135050678102, 845.829069588936, 845.358439087065, 844.686513901915, 843.775048292015, 842.584880206331, 841.077206408973
 96.5, 846.358599817887, 846.357267378534, 846.278576511825, 846.102268862108, 845.795991190971, 845.324963000786, 844.65258023907, 843.740669423866, 842.550160902042, 841.042340772637
 97, 846.326055594421, 846.32472172891, 846.24594671112, 846.069457770932, 845.762889554122, 845.291471824163, 844.618640976048, 843.706294409172, 842.51545309188, 841.007490736209
 97.5, 846.293477279976, 846.292142017203, 846.213284553537, 846.036618002753, 845.729765159532, 845.257965880049, 844.584696250896, 843.671923201362, 842.48075657965, 840.972656022898
 98, 846.260865565969, 846.259528934273, 846.180590696925, 846.003750144138, 845.696618478973, 845.224445484977, 844.550746198924, 843.637555754743, 842.446071172985, 840.937836361342
 98.5, 846.228221130429, 846.2268831576, 846.147865786381, 845.970854770265, 845.663449975028, 845.190910949278, 844.516790952759, 843.60319202448, 842.411396683269, 840.903031485495
 99, 846.19554463825, 846.19420535154, 846.115110454499, 845.937932445144, 845.630260101268, 845.15736257721, 844.482830642404, 843.568831966586, 842.376732925567, 840.868241134528
 99.5, 846.162836741446, 846.161496167578, 846.082325321606, 845.904983721828, 845.597049302432, 845.123800667076, 844.448865395288, 843.534475537904, 842.34207971855, 840.833465052721
 100, 846.130098079391, 846.128756244572, 846.049510995997, 845.872009142628, 845.56381801459, 845.090225511338, 844.41489533632, 843.500122696092, 842.307436884428, 840.798702989365
 100.5, 846.097329279067, 846.095986208993, 846.016668074166, 845.839009239316, 845.530566665319, 845.056637396735, 844.380920587941, 843.465773399611, 842.272804248877, 840.763954698661
 101, 846.064530955295, 846.063186675166, 845.983797141034, 845.805984533332, 845.497295673865, 845.023036604395, 844.34694127017, 843.43142760771, 842.238181640976, 840.729219939624
 101.5, 846.031703710975, 846.030358245501, 845.950898770169, 845.772935535982, 845.464005451305, 844.989423409948, 844.312957500657, 843.397085280409, 842.203568893135, 840.694498475985
 102, 845.998848137305, 845.997501510718, 845.917973524003, 845.739862748629, 845.430696400706, 844.955798083628, 844.278969394733, 843.36274637849, 842.168965841034, 840.659790076105
 102.5, 845.965964814016, 845.964617050076, 845.885021954051, 845.706766662893, 845.397368917279, 844.922160890386, 844.244977065448, 843.328410863479, 842.134372323559, 840.625094512873
 103, 845.933054309585, 845.931705431592, 845.852044601115, 845.673647760832, 845.364023388537, 844.888512089988, 844.210980623627, 843.294078697635, 842.099788182737, 840.590411563628
 103.5, 845.900117181452, 845.898767212253, 845.819041995493, 845.640506515131, 845.330660194438, 844.854851937124, 844.176980177908, 843.259749843936, 842.065213263676, 840.555741010061
 104, 845.867153976236, 845.865802938235, 845.786014657183, 845.607343389282, 845.297279707535, 844.821180681499, 844.142975834789, 843.225424266065, 842.030647414505, 840.521082638138
 104.5, 845.834165229937, 845.832813145104, 845.752963096078, 845.574158837758, 845.263882293122, 844.787498567939, 844.108967698669, 843.1911019284, 841.996090486316, 840.486436238009
 105, 845.801151468148, 845.799798358024, 845.719887812161, 845.540953306194, 845.230468309372, 844.75380583648, 844.074955871894, 843.156782795998, 841.961542333104, 840.45180160393
 105.5, 845.768113206248, 845.766759091956, 845.686789295699, 845.507727231555, 845.197038107477, 844.720102722467, 844.040940454792, 843.122466834585, 841.927002811712, 840.417178534179
 106, 845.735050949601, 845.733695851855, 845.653668027427, 845.4744810423, 845.163592031782, 844.686389456646, 844.00692154572, 843.08815401054, 841.892471781773, 840.38256683098
 106.5, 845.701965193754, 845.700609132864, 845.620524478736, 845.441215158552, 845.130130419923, 844.652666265251, 843.972899241099, 843.053844290888, 841.857949105659, 840.347966300422
 107, 845.668856424619, 845.6674994205, 845.587359111848, 845.40792999226, 845.096653602952, 844.618933370092, 843.938873635452, 843.019537643286, 841.823434648426, 840.313376752386
 107.5, 845.635725118662, 845.634367190843, 845.554172379998, 845.37462594735, 845.063161905468, 844.585190988648, 843.904844821447, 842.985234036009, 841.78892827776, 840.278798000468
 108, 845.602571743086, 845.601212910717, 845.520964727605, 845.341303419888, 845.029655645741, 844.551439334146, 843.870812889929, 842.950933437941, 841.754429863928, 840.244229861909
 108.5, 845.56939675601, 845.568037037866, 845.487736590444, 845.307962798229, 844.996135135839, 844.517678615647, 843.836777929958, 842.916635818564, 841.719939279727, 840.209672157521
 109, 845.536200606643, 845.534840021136, 845.45448839581, 845.274604463168, 844.962600681743, 844.483909038124, 843.802740028845, 842.882341147945, 841.685456400434, 840.175124711615
 109.5, 845.502983735456, 845.50162230064, 845.421220562688, 845.241228788083, 844.929052583471, 844.450130802549, 843.768699272187, 842.848049396726, 841.650981103757, 840.140587351938
 110, 845.469746574354, 845.46838430793, 845.387933501906, 845.207836139084, 844.89549113519, 844.416344105964, 843.734655743899, 842.813760536115, 841.616513269791, 840.1060599096
 110.5, 845.436489546836, 845.435126466163, 845.354627616301, 845.174426875151, 844.861916625331, 844.382549141565, 843.70060952625, 842.77947453787, 841.582052780965, 840.071542219012
 111, 845.403213068166, 845.401849190263, 845.321303300867, 845.141001348271, 844.828329336703, 844.348746098771, 843.666560699894, 842.745191374296, 841.547599522004, 840.037034117818
 111.5, 845.369917545521, 845.368552887078, 845.28796094291, 845.107559903578, 844.794729546599, 844.314935163301, 843.632509343903, 842.710911018229, 841.513153379879, 840.002535446833
 112, 845.33660337816, 845.33523795554, 845.254600922198, 845.074102879481, 844.761117526907, 844.281116517248, 843.598455535796, 842.676633443029, 841.478714243765, 839.968046049983
 112.5, 845.303270957568, 845.301904786816, 845.221223611104, 845.040630607798, 844.727493544212, 844.247290339145, 843.564399351575, 842.642358622569, 841.444282004997, 839.93356577424
 113, 845.26992066761, 845.26855376446, 845.187829374753, 845.007143413885, 844.6938578599, 844.21345680404, 843.530340865748, 842.608086531224, 841.409856557029, 839.899094469564
 113.5, 845.23655288468, 845.235185264558, 845.154418571158, 844.973641616756, 844.660210730262, 844.179616083562, 843.496280151364, 842.573817143865, 841.375437795394, 839.864631988846
 114, 845.203167977842, 845.201799655876, 845.120991551364, 844.940125529212, 844.626552406589, 844.145768345987, 843.46221728004, 842.539550435846, 841.341025617657, 839.830178187848
 114.5, 845.169766308977, 845.168397299999, 845.087548659576, 844.90659545796, 844.592883135273, 844.111913756306, 843.42815232199, 842.505286382998, 841.306619923385, 839.795732925149
 115, 845.136348232918, 845.13497855147, 845.054090233298, 844.873051703728, 844.5592031579, 844.078052476286, 843.394085346051, 842.471024961616, 841.272220614101, 839.761296062087
 115.5, 845.102914097589, 845.101543757932, 845.020616603459, 844.839494561388, 844.525512711347, 844.044184664535, 843.36001641971, 842.436766148454, 841.237827593246, 839.726867462709
 116, 845.069464244137, 845.068093260253, 844.987128094543, 844.805924320062, 844.491812027867, 844.010310476565, 843.325945609134, 842.402509920716, 841.203440766146, 839.692446993715
 116.5, 845.035999007068, 845.034627392667, 844.953625024713, 844.77234126324, 844.458101335188, 843.976430064851, 843.291872979193, 842.368256256044, 841.169060039972, 839.658034524406
 117, 845.002518714368, 845.001146482894, 844.920107705934, 844.738745668886, 844.424380856594, 843.94254357889, 843.257798593486, 842.334005132512, 841.134685323703, 839.623629926634
 117.5, 844.96902368764, 844.967650852273, 844.886576444093, 844.705137809548, 844.390650811015, 843.908651165258, 843.223722514367, 842.299756528619, 841.100316528093, 839.589233074752
 118, 844.935514242218, 844.934140815883, 844.853031539117, 844.671517952461, 844.356911413111, 843.874752967673, 843.189644802969, 842.265510423279, 841.065953565637, 839.554843845565
 118.5, 844.901990687295, 844.900616682664, 844.819473285091, 844.637886359652, 844.323162873355, 843.840849127043, 843.155565519228, 842.231266795813, 841.031596350534, 839.520462118284
 119, 844.868453326038, 844.867078755538, 844.785901970367, 844.604243288038, 844.289405398115, 843.806939781526, 843.121484721905, 842.197025625942, 840.997244798656, 839.486087774473
 119.5, 844.834902455712, 844.833527331525, 844.75231787768, 844.570588989531, 844.255639189735, 843.773025066584, 843.087402468614, 842.162786893779, 840.962898827515, 839.45172069801
 120, 844.801338367784, 844.799962701858, 844.718721284256, 844.536923711132, 844.22186444661, 843.739105115032, 843.053318815837, 842.128550579822, 840.928558356231, 839.417360775038
 120.5, 844.767761348047, 844.766385152094, 844.685112461917, 844.503247695026, 844.188081363268, 843.705180057093, 843.019233818954, 842.094316664947, 840.8942233055, 839.38300789392
 121, 844.734171676721, 844.732794962227, 844.651491677187, 844.469561178675, 844.15429013044, 843.671250020446, 842.98514753226, 842.060085130397, 840.859893597563, 839.348661945199
 121.5, 844.700569628568, 844.699192406795, 844.617859191397, 844.435864394916, 844.120490935139, 843.63731513028, 842.951060008987, 842.025855957781, 840.825569156178, 839.314322821552
 122, 844.666955472994, 844.665577754983, 844.584215260784, 844.402157572043, 844.086683960728, 843.603375509336, 842.916971301325, 841.991629129063, 840.791249906588, 839.279990417749
 122.5, 844.633329474155, 844.631951270733, 844.55056013659, 844.368440933899, 844.052869386995, 843.569431277963, 842.882881460444, 841.957404626555, 840.756935775493, 839.245664630615
 123, 844.599691891058, 844.598313212841, 844.51689406516, 844.334714699965, 844.019047390219, 843.535482554156, 842.848790536512, 841.923182432912, 840.722626691022, 839.211345358986
 123.5, 844.566042977663, 844.564663835059, 844.483217288038, 844.300979085441, 843.985218143243, 843.501529453611, 842.814698578715, 841.888962531126, 840.688322582705, 839.17703250367
 124, 844.532382982978, 844.531003386194, 844.449530042057, 844.26723430133, 843.951381815536, 843.467572089761, 842.780605635278, 841.854744904516, 840.654023381444, 839.142725967412
 124.5, 844.49871215116, 844.497332110203, 844.415832559436, 844.233480554524, 843.917538573261, 843.433610573828, 842.746511753481, 841.820529536725, 840.619729019489, 839.108425654853
 125, 844.465030721604, 844.463650246285, 844.382125067865, 844.199718047876, 843.883688579342, 843.39964501486, 842.712416979681, 841.786316411714, 840.585439430409, 839.074131472493
 125.5, 844.431338929039, 844.429958028979, 844.348407790595, 844.165946980287, 843.849831993523, 843.365675519777, 842.678321359327, 841.752105513753, 840.551154549069, 839.039843328657
 126, 844.397637003619, 844.396255688251, 844.314680946526, 844.132167546778, 843.81596897243, 843.331702193413, 842.644224936979, 841.717896827416, 840.516874311601, 839.005561133455
 126.5, 844.363925171009, 844.362543449583, 844.280944750288, 844.098379938568, 843.782099669637, 843.297725138553, 842.610127756325, 841.683690337577, 840.482598655385, 838.971284798754
 127, 844.330203652478, 844.328821534062, 844.247199412327, 844.064584343144, 843.74822423572, 843.263744455978, 842.5760298602, 841.649486029404, 840.448327519017, 838.937014238136
 127.5, 844.296472664977, 844.295090158464, 844.213445138987, 844.03078094434, 843.714342818316, 843.229760244498, 842.5419312906, 841.615283888349, 840.414060842294, 838.902749366869
 128, 844.26273242123, 844.261349535339, 844.179682132587, 843.996969922403, 843.680455562185, 843.195772600999, 842.5078320887, 841.581083900149, 840.379798566183, 838.868490101875
 128.5, 844.228983129813, 844.227599873091, 844.145910591502, 843.963151454065, 843.64656260926, 843.161781620471, 842.47373229487, 841.546886050815, 840.345540632801, 838.834236361694
 129, 844.195224995232, 844.193841376063, 844.112130710236, 843.929325712611, 843.612664098706, 843.127787396053, 842.43963194869, 841.512690326631, 840.311286985396, 838.799988066455
 129.5, 844.16145821801, 844.160074244611, 844.078342679505, 843.895492867946, 843.578760166973, 843.093790019062, 842.405531088966, 841.478496714145, 840.277037568317, 838.765745137843
 130, 844.127682994757, 844.126298675187, 844.0445466863, 843.861653086662, 843.544850947849, 843.059789579036, 842.371429753746, 841.444305200166, 840.242792327002, 838.731507499072
 130.5, 844.09389951825, 844.09251486041, 844.010742913971, 843.827806532101, 843.510936572511, 843.025786163764, 842.337327980331, 841.410115771759, 840.208551207949, 838.697275074852
 131, 844.060107977506, 844.058722989143, 843.976931542288, 843.79395336442, 843.477017169577, 842.991779859319, 842.303225805298, 841.375928416239, 840.1743141587, 838.663047791359
 131.5, 844.026308557857, 844.024923246567, 843.943112747518, 843.760093740651, 843.443092865155, 842.957770750097, 842.269123264502, 841.341743121167, 840.140081127817, 838.628825576212
 132, 843.992501441021, 843.991115814252, 843.909286702489, 843.726227814762, 843.409163782894, 842.923758918843, 842.235020393103, 841.307559874345, 840.105852064866, 838.594608358437
 132.5, 843.958686805169, 843.957300870225, 843.875453576657, 843.692355737721, 843.375230044028, 842.88974444669, 842.20091722557, 841.273378663811, 840.071626920395, 838.560396068447
 133, 843.924864825002, 843.923478589042, 843.841613536177, 843.658477657548, 843.341291767428, 842.855727413185, 842.166813795698, 841.239199477835, 840.037405645915, 838.526188638008
 133.5, 843.891035671811, 843.889649141855, 843.807766743959, 843.624593719376, 843.307349069643, 842.821707896322, 842.132710136623, 841.205022304915, 840.003188193881, 838.491986000219
 134, 843.857199513546, 843.855812696479, 843.773913359736, 843.590704065509, 843.273402064951, 842.787685972573, 842.098606280831, 841.170847133769, 839.968974517677, 838.457788089482
 134.5, 843.823356514883, 843.821969417453, 843.74005354013, 843.556808835473, 843.239450865397, 842.753661716917, 842.064502260173, 841.136673953337, 839.934764571591, 838.423594841476
 135, 843.789506837284, 843.78811946611, 843.706187438701, 843.522908166073, 843.205495580842, 842.719635202869, 842.03039810588, 841.102502752771, 839.900558310805, 838.389406193137
 135.5, 843.755650639064, 843.754263000634, 843.672315206021, 843.489002191444, 843.171536319001, 842.685606502509, 841.996293848567, 841.068333521434, 839.866355691371, 838.355222082626
 136, 843.721788075449, 843.720400176125, 843.638436989718, 843.455091043106, 843.137573185489, 842.65157568651, 841.962189518256, 841.034166248893, 839.832156670198, 838.321042449313
 136.5, 843.687919298636, 843.686531144657, 843.604552934546, 843.421174850011, 843.10360628386, 842.617542824163, 841.928085144377, 841.000000924921, 839.797961205037, 838.286867233748
 137, 843.654044457856, 843.652656055337, 843.570663182432, 843.387253738598, 843.069635715647, 842.58350798341, 841.893980755789, 840.965837539485, 839.763769254457, 838.252696377638
 137.5, 843.620163699427, 843.618775054366, 843.536767872535, 843.353327832837, 843.0356615804, 842.549471230863, 841.859876380782, 840.931676082749, 839.729580777837, 838.218529823829
 138, 843.586277166813, 843.58488828509, 843.502867141299, 843.31939725428, 843.001683975728, 842.515432631835, 841.825772047097, 840.897516545066, 839.695395735347, 838.184367516278
 138.5, 843.55238500068, 843.55099588806, 843.468961122509, 843.285462122107, 842.967702997335, 842.481392250365, 841.791667781928, 840.863358916975, 839.661214087933, 838.150209400037
 139, 843.51848733895, 843.517098001086, 843.435049947337, 843.251522553175, 842.933718739057, 842.447350149239, 841.757563611942, 840.829203189202, 839.627035797299, 838.116055421226
 139.5, 843.484584316855, 843.48319475929, 843.401133744396, 843.217578662058, 842.8997312929, 842.413306390019, 841.723459563282, 840.795049352647, 839.592860825897, 838.081905527016
 140, 843.450676066987, 843.449286295155, 843.367212639793, 843.183630561096, 842.865740749073, 842.379261033064, 841.689355661578, 840.760897398391, 839.558689136909, 838.047759665607
 140.5, 843.416762719353, 843.415372738583, 843.33328675717, 843.149678360437, 842.831747196023, 842.345214137556, 841.655251931962, 840.726747317684, 839.524520694236, 838.01361778621
 141, 843.382844401424, 843.38145421694, 843.299356217761, 843.115722168079, 842.797750720475, 842.311165761519, 841.621148399072, 840.692599101948, 839.49035546248, 837.979479839023
 141.5, 843.348921238182, 843.347530855107, 843.265421140433, 843.081762089914, 842.763751407458, 842.277115961846, 841.587045087065, 840.658452742769, 839.456193406933, 837.945345775216
 142, 843.314993352173, 843.313602775529, 843.231481641734, 843.047798229768, 842.729749340343, 842.243064794318, 841.552942019627, 840.624308231897, 839.422034493561, 837.91121554691
 142.5, 843.281060863551, 843.279670098264, 843.197537835937, 843.013830689439, 842.695744600873, 842.209012313628, 841.518839219977, 840.590165561242, 839.387878688995, 837.877089107157
 143, 843.247123890126, 843.245732941023, 843.163589835088, 842.979859568741, 842.661737269196, 842.1749585734, 841.484736710883, 840.556024722868, 839.353725960515, 837.842966409927
 143.5, 843.213182547409, 843.211791419226, 843.129637749045, 842.945884965538, 842.627727423896, 842.14090362621, 841.450634514667, 840.521885708996, 839.319576276037, 837.808847410085
 144, 843.179236948659, 843.177845646037, 843.095681685522, 842.911906975786, 842.593715142023, 842.106847523609, 841.416532653213, 840.487748511994, 839.285429604103, 837.774732063373
 144.5, 843.145287204923, 843.143895732414, 843.061721750132, 842.877925693567, 842.559700499123, 842.072790316141, 841.382431147977, 840.453613124379, 839.251285913866, 837.7406203264
 145, 843.111333425082, 843.109941787148, 843.027758046428, 842.84394121113, 842.525683569267, 842.038732053362, 841.348330019998, 840.419479538815, 839.217145175081, 837.706512156615
 145.5, 843.077375715894, 843.075983916911, 842.993790675941, 842.80995361892, 842.49166442508, 842.004672783861, 841.3142292899, 840.385347748104, 839.183007358091, 837.6724075123
 146, 843.043414182032, 843.042022226289, 842.959819738222, 842.77596300562, 842.457643137772, 841.970612555278, 841.280128977904, 840.351217745189, 839.148872433815, 837.638306352547
 146.5, 843.009448926127, 843.008056817831, 842.925845330879, 842.74196945818, 842.423619777159, 841.936551414323, 841.246029103837, 840.31708952315, 839.11474037374, 837.604208637246
 147, 842.975480048807, 842.974087792084, 842.891867549616, 842.707973061854, 842.389594411697, 841.902489406792, 841.211929687138, 840.282963075199, 839.080611149907, 837.570114327067
 147.5, 842.941507648739, 842.940115247632, 842.857886488267, 842.673973900233, 842.355567108506, 841.868426577589, 841.177830746862, 840.24883839468, 839.046484734901, 837.536023383448
 148, 842.907531822662, 842.906139281135, 842.823902238838, 842.639972055276, 842.321537933392, 841.834362970739, 841.143732301696, 840.214715475066, 839.012361101842, 837.501935768576
 148.5, 842.873552665427, 842.872159987369, 842.789914891537, 842.605967607343, 842.287506950882, 841.800298629408, 841.109634369958, 840.180594309956, 838.97824022437, 837.467851445376
 149, 842.839570270036, 842.838177459258, 842.755924534813, 842.571960635223, 842.253474224238, 841.766233595919, 841.075536969609, 840.146474893072, 838.94412207664, 837.433770377493
 149.5, 842.805584727676, 842.804191787915, 842.72193125539, 842.53795121617, 842.21943981549, 841.732167911768, 841.041440118257, 840.112357218257, 838.910006633311, 837.399692529282
 150, 842.771596127752, 842.770203062673, 842.687935138296, 842.50393942593, 842.185403785458, 841.69810161764, 841.007343833167, 840.078241279473, 838.875893869534, 837.36561786579
 150.5, 842.737604557927, 842.736211371123, 842.653936266904, 842.469925338769, 842.151366193771, 841.664034753427, 840.973248131265, 840.044127070801, 838.841783760941, 837.331546352747
 151, 842.703610104152, 842.702216799146, 842.619934722955, 842.435909027506, 842.117327098896, 841.629967358239, 840.939153029147, 840.010014586432, 838.807676283643, 837.297477956549
 151.5, 842.669612850701, 842.668219430946, 842.5859305866, 842.401890563535, 842.083286558159, 841.595899470425, 840.90505854308, 839.975903820671, 838.773571414211, 837.263412644246
 152, 842.635612880202, 842.634219349086, 842.551923936421, 842.36787001686, 842.049244627767, 841.561831127583, 840.870964689018, 839.941794767935, 838.739469129675, 837.229350383529
 152.5, 842.601610273673, 842.600216634516, 842.517914849468, 842.333847456116, 842.015201362827, 841.527762366576, 840.8368714826, 839.907687422746, 838.705369407511, 837.195291142721
 153, 842.567605110549, 842.566211366606, 842.483903401289, 842.2998229486, 841.981156817373, 841.493693223548, 840.802778939157, 839.873581779731, 838.671272225632, 837.161234890757
 153.5, 842.533597468714, 842.532203623178, 842.449889665955, 842.265796560293, 841.947111044382, 841.459623733937, 840.768687073724, 839.839477833623, 838.637177562382, 837.127181597181
 154, 842.499587424533, 842.498193480534, 842.415873716093, 842.231768355892, 841.913064095798, 841.425553932488, 840.734595901037, 839.805375579256, 838.603085396526, 837.093131232128
 154.5, 842.46557505288, 842.464181013488, 842.38185562291, 842.197738398828, 841.879016022549, 841.391483853268, 840.700505435546, 839.771275011562, 838.568995707241, 837.059083766314
 155, 842.43156042717, 842.430166295392, 842.347835456225, 842.163706751293, 841.844966874571, 841.357413529676, 840.666415691418, 839.737176125572, 838.53490847411, 837.025039171025
 155.5, 842.39754361938, 842.396149398167, 842.313813284494, 842.129673474267, 841.810916700823, 841.323342994461, 840.632326682543, 839.703078916412, 838.500823677112, 836.990997418108
 156, 842.363524700088, 842.362130392332, 842.279789174837, 842.09563862754, 841.776865549308, 841.289272279732, 840.598238422535, 839.668983379302, 838.466741296617, 836.956958479955
 156.5, 842.329503738489, 842.328109347026, 842.245763193063, 842.061602269732, 841.742813467092, 841.255201416968, 840.564150924746, 839.634889509556, 838.432661313375, 836.922922329496
 157, 842.29548080243, 842.294086330042, 842.211735403697, 842.02756445832, 841.708760500322, 841.221130437035, 840.530064202264, 839.600797302574, 838.398583708512, 836.888888940191
 157.5, 842.261455958435, 842.260061407848, 842.177705870003, 841.99352524966, 841.674706694245, 841.187059370196, 840.49597826792, 839.566706753849, 838.364508463518, 836.854858286011
 158, 842.227429271727, 842.226034645613, 842.143674654012, 841.959484699006, 841.640652093221, 841.152988246121, 840.461893134297, 839.532617858957, 838.330435560246, 836.820830341439
 158.5, 842.193400806255, 842.192006107237, 842.109641816542, 841.925442860534, 841.606596740747, 841.118917093902, 840.427808813726, 839.498530613562, 838.2963649809, 836.78680508145
 159, 842.159370624723, 842.157975855371, 842.075607417226, 841.891399787361, 841.572540679468, 841.084845942061, 840.393725318301, 839.46444501341, 838.262296708031, 836.752782481508
 159.5, 842.125338788609, 842.123943951441, 842.041571514531, 841.85735553157, 841.538483951199, 841.050774818563, 840.359642659877, 839.430361054328, 838.228230724527, 836.718762517556
 160, 842.091305358191, 842.089910455678, 842.007534165784, 841.823310144223, 841.504426596935, 841.016703750826, 840.325560850076, 839.396278732225, 838.194167013613, 836.684745166002
 160.5, 842.057270392568, 842.055875427134, 841.97349542719, 841.789263675388, 841.470368656873, 840.982632765733, 840.291479900293, 839.362198043087, 838.160105558834, 836.650730403714
 161, 842.02323394969, 842.021838923709, 841.939455353861, 841.755216174154, 841.436310170423, 840.94856188964, 840.2573998217, 839.328118982978, 838.12604634406, 836.616718208011
 161.5, 841.989196086372, 841.987801002172, 841.905413999828, 841.721167688651, 841.402251176225, 840.914491148389, 840.223320625248, 839.294041548038, 838.091989353471, 836.582708556653
 162, 841.955156858321, 841.953761718185, 841.871371418071, 841.68711826607, 841.368191712166, 840.880420567317, 840.189242321676, 839.25996573448, 838.057934571557, 836.548701427831
 162.5, 841.921116320155, 841.919721126323, 841.837327660534, 841.653067952681, 841.334131815392, 840.846350171265, 840.15516492151, 839.22589153859, 838.023881983107, 836.514696800162
